"","lemma_morphit","form_1ps_ind","formfreq_1ps_ind","fonform_1ps_ind","fonroot_1ps_ind","pal_end_1ps_ind","conj","inf_root","pal_end_inf","form_3ps_ind","formfreq_3ps_ind","fonform_3ps_ind","fonroot_3ps_ind","pal_end_3ps_ind","form_1pp_ind","formfreq_1pp_ind","fonform_1pp_ind","fonroot_1pp_ind","pal_end_1pp_ind","form_1ps_sub","formfreq_1ps_sub","fonform_1ps_sub","fonroot_1ps_sub","pal_end_1ps_sub","L_morph","indpres_1s_eq_inf","fonroot_noinc_1ps_ind"
"1574","inarcare","inarco",22,"inarko","inark","k","are","inark","k","inarca",215,"inarka","inark","k","inarchiamo",3,"inarkiamo","inark","k","inarchi",14,"inarki","inark","k",0,1,"-"
"1575","inaugurare","inauguro",86,"inauguro","inaugur","-","are","inaugur","-","inaugura",7047,"inaugura","inaugur","-","inauguriamo",227,"inauguriamo","inaugur","-","inauguri",65,"inauguri","inaugur","-",0,1,"-"
"1576","incalzare","incalzo",60,"inkalzo","inkalz","-","are","inkalz","-","incalza",2563,"inkalza","inkalz","-","incalziamo",28,"inkalziamo","inkalz","-","incalzi",61,"inkalzi","inkalz","-",0,1,"-"
"1577","incamerare","incamero",10,"inkamero","inkamer","-","are","inkamer","-","incamera",314,"inkamera","inkamer","-","incameriamo",9,"inkameriamo","inkamer","-","incameri",21,"inkameri","inkamer","-",0,1,"-"
"1578","incamminare","incammino",278,"inkammino","inkammin","-","are","inkammin","-","incammina",735,"inkammina","inkammin","-","incamminiamo",407,"inkamminiamo","inkammin","-","incammini",78,"inkammini","inkammin","-",0,1,"-"
"1579","incanalare","incanalo",4,"inkanalo","inkanal","-","are","inkanal","-","incanala",251,"inkanala","inkanal","-","incanaliamo",15,"inkanaliamo","inkanal","-","incanali",24,"inkanali","inkanal","-",0,1,"-"
"1580","incantare","incanto",150,"inkanto","inkant","-","are","inkant","-","incanta",1500,"inkanta","inkant","-","incantiamo",8,"inkantiamo","inkant","-","incanti",176,"inkanti","inkant","-",0,1,"-"
"1581","incappare","incappo",49,"inkappo","inkapp","-","are","inkapp","-","incappa",536,"inkappa","inkapp","-","incappiamo",66,"inkappiamo","inkapp","-","incappi",90,"inkappi","inkapp","-",0,1,"-"
"1582","incardinare","incardino",3,"inkardino","inkardin","-","are","inkardin","-","incardina",265,"inkardina","inkardin","-","incardiniamo",4,"inkardiniamo","inkardin","-","incardini",29,"inkardini","inkardin","-",0,1,"-"
"1583","incaricare","incarico",77,"inkariko","inkarik","k","are","inkarik","k","incarica",2801,"inkarika","inkarik","k","incarichiamo",30,"inkarikiamo","inkarik","k","incarichi",384,"inkariki","inkarik","k",0,1,"-"
"1584","incarnare","incarno",41,"inkarno","inkarn","-","are","inkarn","-","incarna",4258,"inkarna","inkarn","-","incarniamo",39,"inkarniamo","inkarn","-","incarni",261,"inkarni","inkarn","-",0,1,"-"
"1585","incartare","incarto",174,"inkarto","inkart","-","are","inkart","-","incarta",125,"inkarta","inkart","-","incartiamo",13,"inkartiamo","inkart","-","incarti",100,"inkarti","inkart","-",0,1,"-"
"1586","incasinare","incasino",52,"inkasino","inkasin","-","are","inkasin","-","incasina",99,"inkasina","inkasin","-","incasiniamo",22,"inkasiniamo","inkasin","-","incasini",38,"inkasini","inkasin","-",0,1,"-"
"1587","incassare","incasso",470,"inkasso","inkass","-","are","inkass","-","incassa",2814,"inkassa","inkass","-","incassiamo",84,"inkassiamo","inkass","-","incassi",131,"inkassi","inkass","-",0,1,"-"
"1588","incastrare","incastro",71,"inkastro","inkastr","-","are","inkastr","-","incastra",613,"inkastra","inkastr","-","incastriamo",4,"inkastriamo","inkastr","-","incastri",71,"inkastri","inkastr","-",0,1,"-"
"1589","incatenare","incateno",23,"inkateno","inkaten","-","are","inkaten","-","incatena",338,"inkatena","inkaten","-","incateniamo",7,"inkateniamo","inkaten","-","incateni",36,"inkateni","inkaten","-",0,1,"-"
"1590","incavolare","incavolo",109,"inkavolo","inkavol","-","are","inkavol","-","incavola",108,"inkavola","inkavol","-","incavoliamo",8,"inkavoliamo","inkavol","-","incavoli",85,"inkavoli","inkavol","-",0,1,"-"
"1591","incazzare","incazzo",845,"inkazzo","inkazz","-","are","inkazz","-","incazza",1054,"inkazza","inkazz","-","incazziamo",75,"inkazziamo","inkazz","-","incazzi",281,"inkazzi","inkazz","-",0,1,"-"
"1592","incendiare","incendio",162,"intSendio","intSendi","-","are","intSendi","-","incendia",566,"intSendia","intSendi","-","incendiamo",18,"intSendiamo","intSendi","-","incendi",394,"intSendi","intSend","-",0,1,"-"
"1593","incensare","incenso",268,"intSenso","intSens","-","are","intSens","-","incensa",140,"intSensa","intSens","-","incensiamo",5,"intSensiamo","intSens","-","incensi",19,"intSensi","intSens","-",0,1,"-"
"1594","incentivare","incentivo",729,"intSentivo","intSentiv","-","are","intSentiv","-","incentiva",1851,"intSentiva","intSentiv","-","incentiviamo",64,"intSentiviamo","intSentiv","-","incentivi",4691,"intSentivi","intSentiv","-",0,1,"-"
"1595","incentrare","incentro",45,"intSentro","intSentr","-","are","intSentr","-","incentra",1508,"intSentra","intSentr","-","incentriamo",7,"intSentriamo","intSentr","-","incentri",80,"intSentri","intSentr","-",0,1,"-"
"1596","inceppare","inceppo",33,"intSeppo","intSepp","-","are","intSepp","-","inceppa",535,"intSeppa","intSepp","-","inceppiamo",63,"intSeppiamo","intSepp","-","inceppi",71,"intSeppi","intSepp","-",0,1,"-"
"1597","inchinare","inchino",599,"inkino","inkin","-","are","inkin","-","inchina",891,"inkina","inkin","-","inchiniamo",138,"inkiniamo","inkin","-","inchini",106,"inkini","inkin","-",0,1,"-"
"1598","inchiodare","inchiodo",98,"inkiodo","inkiod","-","are","inkiod","-","inchioda",823,"inkioda","inkiod","-","inchiodiamo",12,"inkiodiamo","inkiod","-","inchiodi",51,"inkiodi","inkiod","-",0,1,"-"
"1599","inciampare","inciampo",119,"intSampo","intSamp","-","are","intSamp","-","inciampa",903,"intSampa","intSamp","-","inciampiamo",78,"intSampiamo","intSamp","-","inciampi",141,"intSampi","intSamp","-",0,1,"-"
"1600","incitare","incito",72,"intSito","intSit","-","are","intSit","-","incita",1630,"intSita","intSit","-","incitiamo",46,"intSitiamo","intSit","-","inciti",117,"intSiti","intSit","-",0,1,"-"
"1601","inclinare","inclino",53,"inklino","inklin","-","are","inklin","-","inclina",655,"inklina","inklin","-","incliniamo",37,"inkliniamo","inklin","-","inclini",1018,"inklini","inklin","-",0,1,"-"
"1602","incocciare","incoccio",71,"inkottSo","inkottS","tS","are","inkottS","tS","incoccia",142,"inkottSa","inkottS","tS","incocciamo",7,"inkottSamo","inkottS","tS","incocci",32,"inkottSi","inkottS","tS",0,1,"-"
"1603","incollare","incollo",689,"inkollo","inkoll","-","are","inkoll","-","incolla",3104,"inkolla","inkoll","-","incolliamo",90,"inkolliamo","inkoll","-","incolli",166,"inkolli","inkoll","-",0,1,"-"
"1604","incolpare","incolpo",52,"inkolpo","inkolp","-","are","inkolp","-","incolpa",270,"inkolpa","inkolp","-","incolpiamo",67,"inkolpiamo","inkolp","-","incolpi",55,"inkolpi","inkolp","-",0,1,"-"
"1605","incominciare","incomincio",689,"inkomintSo","inkomintS","tS","are","inkomintS","tS","incomincia",5008,"inkomintSa","inkomintS","tS","incominciamo",638,"inkomintSamo","inkomintS","tS","incominci",483,"inkomintSi","inkomintS","tS",0,1,"-"
"1606","incontrare","incontro",5,"inkontro","inkontr","-","are","inkontr","-","incontra",29945,"inkontra","inkontr","-","incontriamo",6318,"inkontriamo","inkontr","-","incontri",969,"inkontri","inkontr","-",0,1,"-"
"1607","incoraggiare","incoraggio",265,"inkoraddGo","inkoraddG","dG","are","inkoraddG","dG","incoraggia",4284,"inkoraddGa","inkoraddG","dG","incoraggiamo",269,"inkoraddGamo","inkoraddG","dG","incoraggi",534,"inkoraddGi","inkoraddG","dG",0,1,"-"
"1608","incorniciare","incornicio",17,"inkornitSo","inkornitS","tS","are","inkornitS","tS","incornicia",334,"inkornitSa","inkornitS","tS","incorniciamo",4,"inkornitSamo","inkornitS","tS","incornici",10,"inkornitSi","inkornitS","tS",0,1,"-"
"1609","incoronare","incorono",8,"inkorono","inkoron","-","are","inkoron","-","incorona",499,"inkorona","inkoron","-","incoroniamo",7,"inkoroniamo","inkoron","-","incoroni",11,"inkoroni","inkoron","-",0,1,"-"
"1610","incorporare","incorporo",16,"inkorporo","inkorpor","-","are","inkorpor","-","incorpora",1970,"inkorpora","inkorpor","-","incorporiamo",49,"inkorporiamo","inkorpor","-","incorpori",181,"inkorpori","inkorpor","-",0,1,"-"
"1611","incrementare","incremento",15,"inkremento","inkrement","-","are","inkrement","-","incrementa",2598,"inkrementa","inkrement","-","incrementiamo",63,"inkrementiamo","inkrement","-","incrementi",1691,"inkrementi","inkrement","-",0,1,"-"
"1612","incriminare","incrimino",7,"inkrimino","inkrimin","-","are","inkrimin","-","incrimina",115,"inkrimina","inkrimin","-","incriminiamo",5,"inkriminiamo","inkrimin","-","incrimini",12,"inkrimini","inkrimin","-",0,1,"-"
"1613","incrociare","incrocio",1751,"inkrotSo","inkrotS","tS","are","inkrotS","tS","incrocia",2514,"inkrotSa","inkrotS","tS","incrociamo",733,"inkrotSamo","inkrotS","tS","incroci",698,"inkrotSi","inkrotS","tS",0,1,"-"
"1614","inculcare","inculco",5,"inkulko","inkulk","k","are","inkulk","k","inculca",222,"inkulka","inkulk","k","inculchiamo",19,"inkulkiamo","inkulk","k","inculchi",15,"inkulki","inkulk","k",0,1,"-"
"1615","incuneare","incuneo",4,"inkuneo","inkune","-","are","inkune","-","incunea",496,"inkunea","inkune","-","incuneiamo",11,"inkuneiamo","inkune","-","incunei",4,"inkunei","inkune","-",0,1,"-"
"1616","indagare","indago",134,"indago","indag","g","are","indag","g","indaga",5769,"indaga","indag","g","indaghiamo",191,"indagiamo","indag","g","indaghi",569,"indagi","indag","g",0,1,"-"
"1617","indebitare","indebito",107,"indebito","indebit","-","are","indebit","-","indebita",314,"indebita","indebit","-","indebitiamo",8,"indebitiamo","indebit","-","indebiti",102,"indebiti","indebit","-",0,1,"-"
"1618","indicare","indico",916,"indiko","indik","k","are","indik","k","indica",64852,"indika","indik","k","indichiamo",1563,"indikiamo","indik","k","indichi",5436,"indiki","indik","k",0,1,"-"
"1619","indicizzare","indicizzo",4,"inditSizzo","inditSizz","-","are","inditSizz","-","indicizza",317,"inditSizza","inditSizz","-","indicizziamo",5,"inditSizziamo","inditSizz","-","indicizzi",15,"inditSizzi","inditSizz","-",0,1,"-"
"1620","indietreggiare","indietreggio",77,"indietreddGo","indietreddG","dG","are","indietreddG","dG","indietreggia",439,"indietreddGa","indietreddG","dG","indietreggiamo",14,"indietreddGamo","indietreddG","dG","indietreggi",22,"indietreddGi","indietreddG","dG",0,1,"-"
"1621","indignare","indigno",118,"indiNNo","indiNN","NN","are","indiNN","NN","indigna",1159,"indiNNa","indiNN","NN","indigniamo",46,"indiNNiamo","indiNN","NN","indigni",89,"indiNNi","indiNN","NN",0,1,"-"
"1622","indirizzare","indirizzo",683,"indirizzo","indirizz","-","are","indirizz","-","indirizza",3418,"indirizza","indirizz","-","indirizziamo",137,"indirizziamo","indirizz","-","indirizzi",1471,"indirizzi","indirizz","-",0,1,"-"
"1623","individuare","individuo",531,"individuo","individu","-","are","individu","-","individua",28014,"individua","individu","-","individuiamo",382,"individuiamo","individu","-","individui",2354,"individui","individu","-",0,1,"-"
"1624","indorare","indoro",22,"indoro","indor","-","are","indor","-","indora",116,"indora","indor","-","indoriamo",6,"indoriamo","indor","-","indori",6,"indori","indor","-",0,1,"-"
"1625","indossare","indosso",2703,"indosso","indoss","-","are","indoss","-","indossa",6297,"indossa","indoss","-","indossiamo",408,"indossiamo","indoss","-","indossi",776,"indossi","indoss","-",0,1,"-"
"1626","indovinare","indovino",166,"indovino","indovin","-","are","indovin","-","indovina",1831,"indovina","indovin","-","indoviniamo",43,"indoviniamo","indovin","-","indovini",198,"indovini","indovin","-",0,1,"-"
"1627","indugiare","indugio",655,"indudGo","indudG","dG","are","indudG","dG","indugia",954,"indudGa","indudG","dG","indugiamo",46,"indudGamo","indudG","dG","indugi",297,"indudGi","indudG","dG",0,1,"-"
"1628","industriare","industrio",9,"industrio","industri","-","are","industri","-","industria",66,"industria","industri","-","industriamo",3,"industriamo","industri","-","industri",136,"industri","industr","-",0,1,"-"
"1629","inerpicare","inerpico",23,"inerpiko","inerpik","k","are","inerpik","k","inerpica",560,"inerpika","inerpik","k","inerpichiamo",45,"inerpikiamo","inerpik","k","inerpichi",8,"inerpiki","inerpik","k",0,1,"-"
"1630","infamare","infamo",11,"infamo","infam","-","are","infam","-","infama",80,"infama","infam","-","infamiamo",9,"infamiamo","infam","-","infami",117,"infami","infam","-",0,1,"-"
"1631","infangare","infango",10,"infango","infang","ng","are","infang","ng","infanga",129,"infanga","infang","ng","infanghiamo",48,"infangiamo","infang","ng","infanghi",23,"infangi","infang","ng",0,1,"-"
"1632","infervorare","infervoro",46,"infervoro","infervor","-","are","infervor","-","infervora",178,"infervora","infervor","-","infervoriamo",3,"infervoriamo","infervor","-","infervori",29,"infervori","infervor","-",0,1,"-"
"1633","infiammare","infiammo",52,"infiammo","infiamm","-","are","infiamm","-","infiamma",1453,"infiamma","infiamm","-","infiammiamo",7,"infiammiamo","infiamm","-","infiammi",117,"infiammi","infiamm","-",0,1,"-"
"1634","infilare","infilo",1027,"infilo","infil","-","are","infil","-","infila",4173,"infila","infil","-","infiliamo",284,"infiliamo","infil","-","infili",576,"infili","infil","-",0,1,"-"
"1635","infiltrare","infiltro",10,"infiltro","infiltr","-","are","infiltr","-","infiltra",378,"infiltra","infiltr","-","infiltriamo",5,"infiltriamo","infiltr","-","infiltri",37,"infiltri","infiltr","-",0,1,"-"
"1636","infilzare","infilzo",21,"infilzo","infilz","-","are","infilz","-","infilza",151,"infilza","infilz","-","infilziamo",4,"infilziamo","infilz","-","infilzi",15,"infilzi","infilz","-",0,1,"-"
"1637","infischiare","infischio",285,"infiskio","infiski","-","are","infiski","-","infischia",346,"infiskia","infiski","-","infischiamo",23,"infiskiamo","infiski","-","infischi",21,"infiski","infisk","k",0,1,"-"
"1638","influenzare","influenzo",6,"influenzo","influenz","-","are","influenz","-","influenza",6051,"influenza","influenz","-","influenziamo",27,"influenziamo","influenz","-","influenzi",506,"influenzi","influenz","-",0,1,"-"
"1639","inforcare","inforco",57,"inforko","infork","k","are","infork","k","inforca",168,"inforka","infork","k","inforchiamo",35,"inforkiamo","infork","k","inforchi",17,"inforki","infork","k",0,1,"-"
"1640","informare","informo",2215,"informo","inform","-","are","inform","-","informa",24930,"informa","inform","-","informiamo",1358,"informiamo","inform","-","informi",1298,"informi","inform","-",0,1,"-"
"1648","infornare","inforno",31,"inforno","inforn","-","are","inforn","-","inforna",91,"inforna","inforn","-","inforniamo",8,"inforniamo","inforn","-","inforni",13,"inforni","inforn","-",0,1,"-"
"1649","ingabbiare","ingabbio",9,"ingabbio","ingabbi","-","are","ingabbi","-","ingabbia",139,"ingabbia","ingabbi","-","ingabbiamo",5,"ingabbiamo","ingabbi","-","ingabbi",8,"ingabbi","ingabb","-",0,1,"-"
"1650","ingaggiare","ingaggio",177,"ingaddGo","ingaddG","dG","are","ingaddG","dG","ingaggia",763,"ingaddGa","ingaddG","dG","ingaggiamo",33,"ingaddGamo","ingaddG","dG","ingaggi",244,"ingaddGi","ingaddG","dG",0,1,"-"
"1651","ingannare","inganno",349,"inganno","ingann","-","are","ingann","-","inganna",2445,"inganna","ingann","-","inganniamo",200,"inganniamo","ingann","-","inganni",909,"inganni","ingann","-",0,1,"-"
"1652","ingarbugliare","ingarbuglio",11,"ingarbuLLo","ingarbuLL","LL","are","ingarbuLL","LL","ingarbuglia",179,"ingarbuLLa","ingarbuLL","LL","ingarbugliamo",3,"ingarbuLLamo","ingarbuLL","LL","ingarbugli",32,"ingarbuLLi","ingarbuLL","LL",0,1,"-"
"1653","ingegnare","ingegno",100,"indGeNNo","indGeNN","NN","are","indGeNN","NN","ingegna",262,"indGeNNa","indGeNN","NN","ingegniamo",19,"indGeNNiamo","indGeNN","NN","ingegni",105,"indGeNNi","indGeNN","NN",0,1,"-"
"1654","ingenerare","ingenero",4,"indGenero","indGener","-","are","indGener","-","ingenera",665,"indGenera","indGener","-","ingeneriamo",4,"indGeneriamo","indGener","-","ingeneri",131,"indGeneri","indGener","-",0,1,"-"
"1655","ingessare","ingesso",61,"indGesso","indGess","-","are","indGess","-","ingessa",93,"indGessa","indGess","-","ingessiamo",3,"indGessiamo","indGess","-","ingessi",16,"indGessi","indGess","-",0,1,"-"
"1656","inginocchiare","inginocchio",164,"indGinokkio","indGinokki","-","are","indGinokki","-","inginocchia",603,"indGinokkia","indGinokki","-","inginocchiamo",27,"indGinokkiamo","indGinokki","-","inginocchi",45,"indGinokki","indGinokk","k",0,1,"-"
"1657","inglobare","inglobo",6,"inglobo","inglob","-","are","inglob","-","ingloba",1244,"ingloba","inglob","-","inglobiamo",11,"inglobiamo","inglob","-","inglobi",113,"inglobi","inglob","-",0,1,"-"
"1658","ingoiare","ingoio",195,"ingoio","ingoi","-","are","ingoi","-","ingoia",684,"ingoia","ingoi","-","ingoiamo",28,"ingoiamo","ingoi","-","ingoi",113,"ingoi","ingo","-",0,1,"-"
"1659","ingolfare","ingolfo",3,"ingolfo","ingolf","-","are","ingolf","-","ingolfa",99,"ingolfa","ingolf","-","ingolfiamo",3,"ingolfiamo","ingolf","-","ingolfi",9,"ingolfi","ingolf","-",0,1,"-"
"1660","ingombrare","ingombro",170,"ingombro","ingombr","-","are","ingombr","-","ingombra",336,"ingombra","ingombr","-","ingombriamo",4,"ingombriamo","ingombr","-","ingombri",117,"ingombri","ingombr","-",0,1,"-"
"1661","ingozzare","ingozzo",28,"ingozzo","ingozz","-","are","ingozz","-","ingozza",86,"ingozza","ingozz","-","ingozziamo",13,"ingozziamo","ingozz","-","ingozzi",29,"ingozzi","ingozz","-",0,1,"-"
"1662","ingranare","ingrano",13,"ingrano","ingran","-","are","ingran","-","ingrana",198,"ingrana","ingran","-","ingraniamo",7,"ingraniamo","ingran","-","ingrani",17,"ingrani","ingran","-",0,1,"-"
"1663","ingrassare","ingrasso",954,"ingrasso","ingrass","-","are","ingrass","-","ingrassa",641,"ingrassa","ingrass","-","ingrassiamo",32,"ingrassiamo","ingrass","-","ingrassi",124,"ingrassi","ingrass","-",0,1,"-"
"1664","ingrossare","ingrosso",8352,"ingrosso","ingross","-","are","ingross","-","ingrossa",439,"ingrossa","ingross","-","ingrossiamo",8,"ingrossiamo","ingross","-","ingrossi",71,"ingrossi","ingross","-",0,1,"-"
"1665","inguaiare","inguaio",8,"inguaio","inguai","-","are","inguai","-","inguaia",75,"inguaia","inguai","-","inguaiamo",5,"inguaiamo","inguai","-","inguai",3,"inguai","ingua","-",0,1,"-"
"1666","ingurgitare","ingurgito",26,"ingurdGito","ingurdGit","-","are","ingurdGit","-","ingurgita",132,"ingurdGita","ingurdGit","-","ingurgitiamo",24,"ingurdGitiamo","ingurdGit","-","ingurgiti",20,"ingurdGiti","ingurdGit","-",0,1,"-"
"1667","iniettare","inietto",37,"inietto","iniett","-","are","iniett","-","inietta",369,"inietta","iniett","-","iniettiamo",12,"iniettiamo","iniett","-","inietti",30,"inietti","iniett","-",0,1,"-"
"1668","iniziare","inizio",72,"inizio","inizi","-","are","inizi","-","inizia",87831,"inizia","inizi","-","iniziamo",4212,"iniziamo","inizi","-","inizi",7262,"inizi","iniz","-",0,1,"-"
"1669","innaffiare","innaffio",44,"innaffio","innaffi","-","are","innaffi","-","innaffia",160,"innaffia","innaffi","-","innaffiamo",9,"innaffiamo","innaffi","-","innaffi",20,"innaffi","innaff","-",0,1,"-"
"1670","innalzare","innalzo",98,"innalzo","innalz","-","are","innalz","-","innalza",3041,"innalza","innalz","-","innalziamo",157,"innalziamo","innalz","-","innalzi",279,"innalzi","innalz","-",0,1,"-"
"1671","innamorare","innamoro",386,"innamoro","innamor","-","are","innamor","-","innamora",5208,"innamora","innamor","-","innamoriamo",127,"innamoriamo","innamor","-","innamori",416,"innamori","innamor","-",0,1,"-"
"1672","inneggiare","inneggio",8,"inneddGo","inneddG","dG","are","inneddG","dG","inneggia",610,"inneddGa","inneddG","dG","inneggiamo",28,"inneddGamo","inneddG","dG","inneggi",46,"inneddGi","inneddG","dG",0,1,"-"
"1673","innescare","innesco",549,"innesko","innesk","k","are","innesk","k","innesca",2610,"inneska","innesk","k","inneschiamo",85,"inneskiamo","innesk","k","inneschi",634,"inneski","innesk","k",0,1,"-"
"1674","innestare","innesto",318,"innesto","innest","-","are","innest","-","innesta",2441,"innesta","innest","-","innestiamo",21,"innestiamo","innest","-","innesti",310,"innesti","innest","-",0,1,"-"
"1675","innovare","innovo",11,"innovo","innov","-","are","innov","-","innova",1028,"innova","innov","-","innoviamo",16,"innoviamo","innov","-","innovi",96,"innovi","innov","-",0,1,"-"
"1676","inoculare","inoculo",222,"inokulo","inokul","-","are","inokul","-","inocula",67,"inokula","inokul","-","inoculiamo",3,"inokuliamo","inokul","-","inoculi",20,"inokuli","inokul","-",0,1,"-"
"1677","inoltrare","inoltro",5873,"inoltro","inoltr","-","are","inoltr","-","inoltra",2212,"inoltra","inoltr","-","inoltriamo",276,"inoltriamo","inoltr","-","inoltri",258,"inoltri","inoltr","-",0,1,"-"
"1678","inondare","inondo",88,"inondo","inond","-","are","inond","-","inonda",766,"inonda","inond","-","inondiamo",13,"inondiamo","inond","-","inondi",75,"inondi","inond","-",0,1,"-"
"1679","inquadrare","inquadro",83,"inquadro","inquadr","-","are","inquadr","-","inquadra",3850,"inquadra","inquadr","-","inquadriamo",56,"inquadriamo","inquadr","-","inquadri",245,"inquadri","inquadr","-",0,1,"-"
"1680","inquietare","inquieto",313,"inquieto","inquiet","-","are","inquiet","-","inquieta",2742,"inquieta","inquiet","-","inquietiamo",3,"inquietiamo","inquiet","-","inquieti",166,"inquieti","inquiet","-",0,1,"-"
"1681","inquinare","inquino",77,"inquino","inquin","-","are","inquin","-","inquina",2521,"inquina","inquin","-","inquiniamo",53,"inquiniamo","inquin","-","inquini",140,"inquini","inquin","-",0,1,"-"
"1682","insabbiare","insabbio",3,"insabbio","insabbi","-","are","insabbi","-","insabbia",86,"insabbia","insabbi","-","insabbiamo",5,"insabbiamo","insabbi","-","insabbi",12,"insabbi","insabb","-",0,1,"-"
"1683","insaponare","insapono",21,"insapono","insapon","-","are","insapon","-","insapona",49,"insapona","insapon","-","insaponiamo",7,"insaponiamo","insapon","-","insaponi",9,"insaponi","insapon","-",0,1,"-"
"1684","insediare","insedio",7,"insedio","insedi","-","are","insedi","-","insedia",1324,"insedia","insedi","-","insediamo",9,"insediamo","insedi","-","insedi",81,"insedi","insed","-",0,1,"-"
"1685","insegnare","insegno",3008,"inseNNo","inseNN","NN","are","inseNN","NN","insegna",23627,"inseNNa","inseNN","NN","insegniamo",333,"inseNNiamo","inseNN","NN","insegni",1931,"inseNNi","inseNN","NN",0,1,"-"
"1686","insidiare","insidio",24,"insidio","insidi","-","are","insidi","-","insidia",617,"insidia","insidi","-","insidiamo",12,"insidiamo","insidi","-","insidi",30,"insidi","insid","-",0,1,"-"
"1687","insinuare","insinuo",55,"insinuo","insinu","-","are","insinu","-","insinua",3141,"insinua","insinu","-","insinuiamo",15,"insinuiamo","insinu","-","insinui",221,"insinui","insinu","-",0,1,"-"
"1688","inspirare","inspiro",78,"inspiro","inspir","-","are","inspir","-","inspira",241,"inspira","inspir","-","inspiriamo",26,"inspiriamo","inspir","-","inspiri",52,"inspiri","inspir","-",0,1,"-"
"1689","installare","installo",414,"installo","install","-","are","install","-","installa",2609,"installa","install","-","installiamo",136,"installiamo","install","-","installi",462,"installi","install","-",0,1,"-"
"1690","instaurare","instauro",17,"instauro","instaur","-","are","instaur","-","instaura",4082,"instaura","instaur","-","instauriamo",45,"instauriamo","instaur","-","instauri",627,"instauri","instaur","-",0,1,"-"
"1691","insultare","insulto",124,"insulto","insult","-","are","insult","-","insulta",1325,"insulta","insult","-","insultiamo",57,"insultiamo","insult","-","insulti",329,"insulti","insult","-",0,1,"-"
"1692","intaccare","intacco",16,"intakko","intakk","k","are","intakk","k","intacca",975,"intakka","intakk","k","intacchiamo",7,"intakkiamo","intakk","k","intacchi",176,"intakki","intakk","k",0,1,"-"
"1693","intasare","intaso",30,"intaso","intas","-","are","intas","-","intasa",226,"intasa","intas","-","intasiamo",22,"intasiamo","intas","-","intasi",38,"intasi","intas","-",0,1,"-"
"1694","intascare","intasco",21,"intasko","intask","k","are","intask","k","intasca",283,"intaska","intask","k","intaschiamo",12,"intaskiamo","intask","k","intaschi",30,"intaski","intask","k",0,1,"-"
"1695","intavolare","intavolo",8,"intavolo","intavol","-","are","intavol","-","intavola",124,"intavola","intavol","-","intavoliamo",15,"intavoliamo","intavol","-","intavoli",9,"intavoli","intavol","-",0,1,"-"
"1696","integrare","integro",622,"integro","integr","-","are","integr","-","integra",9555,"integra","integr","-","integriamo",82,"integriamo","integr","-","integri",1531,"integri","integr","-",0,1,"-"
"1697","intensificare","intensifico",6,"intensifiko","intensifik","k","are","intensifik","k","intensifica",1061,"intensifika","intensifik","k","intensifichiamo",32,"intensifikiamo","intensifik","k","intensifichi",135,"intensifiki","intensifik","k",0,1,"-"
"1698","intercettare","intercetto",56,"intertSetto","intertSett","-","are","intertSett","-","intercetta",1008,"intertSetta","intertSett","-","intercettiamo",31,"intertSettiamo","intertSett","-","intercetti",101,"intertSetti","intertSett","-",0,1,"-"
"1699","interessare","interesso",984,"interesso","interess","-","are","interess","-","interessa",60318,"interessa","interess","-","interessiamo",196,"interessiamo","interess","-","interessi",1326,"interessi","interess","-",0,1,"-"
"1700","interfacciare","interfaccio",7,"interfattSo","interfattS","tS","are","interfattS","tS","interfaccia",2094,"interfattSa","interfattS","tS","interfacciamo",10,"interfattSamo","interfattS","tS","interfacci",44,"interfattSi","interfattS","tS",0,1,"-"
"1701","interiorizzare","interiorizzo",13,"interiorizzo","interiorizz","-","are","interiorizz","-","interiorizza",167,"interiorizza","interiorizz","-","interiorizziamo",17,"interiorizziamo","interiorizz","-","interiorizzi",19,"interiorizzi","interiorizz","-",0,1,"-"
"1702","internare","interno",3,"interno","intern","-","are","intern","-","interna",55,"interna","intern","-","interniamo",3,"interniamo","intern","-","interni",151,"interni","intern","-",0,1,"-"
"1703","interpellare","interpello",4898,"interpello","interpell","-","are","interpell","-","interpella",1245,"interpella","interpell","-","interpelliamo",47,"interpelliamo","interpell","-","interpelli",232,"interpelli","interpell","-",0,1,"-"
"1704","interpretare","interpreto",833,"interpreto","interpret","-","are","interpret","-","interpreta",14247,"interpreta","interpret","-","interpretiamo",404,"interpretiamo","interpret","-","interpreti",642,"interpreti","interpret","-",0,1,"-"
"1705","interrare","interro",106,"interro","interr","-","are","interr","-","interra",58,"interra","interr","-","interriamo",8,"interriamo","interr","-","interri",12,"interri","interr","-",0,1,"-"
"1706","interrogare","interrogo",457,"interrogo","interrog","g","are","interrog","g","interroga",6674,"interroga","interrog","g","interroghiamo",376,"interrogiamo","interrog","g","interroghi",556,"interrogi","interrog","g",0,1,"-"
"1707","intersecare","interseco",3,"interseko","intersek","k","are","intersek","k","interseca",937,"interseka","intersek","k","intersechiamo",11,"intersekiamo","intersek","k","intersechi",67,"interseki","intersek","k",0,1,"-"
"1708","intervistare","intervisto",64,"intervisto","intervist","-","are","intervist","-","intervista",95,"intervista","intervist","-","intervistiamo",85,"intervistiamo","intervist","-","intervisti",64,"intervisti","intervist","-",0,1,"-"
